nr,type,value,idvisit
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2890
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2890
2,url,NA,2891
2,url,NA,2891
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2892
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2892
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2893
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2893
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,2894
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,2894
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2895
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2895
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2896
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2896
2,url,NA,2897
2,url,NA,2897
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2898
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2898
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2899
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2899
2,url,NA,2900
2,url,NA,2900
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2901
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2901
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2902
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2902
2,url,NA,2903
2,url,NA,2903
2,url,NA,2904
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2905
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2906
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2907
2,url,NA,2908
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2909
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2910
2,url,NA,2911
2,url,NA,2912
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,2913
2,url,NA,2914
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2915
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,2916
2,url,https://hans.th-nuernberg.de/video-player?uuid=8ea7e363-e63d-4959-91b6-d6e04c9ea743&evalId=none&role=everybody,2917
2,url,NA,2918
2,url,NA,2919
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2920
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2921
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2922
2,url,https://hans.th-nuernberg.de/video-player?uuid=b5d28a63-ef1b-4e3a-8c0e-3a613f6219d5&evalId=none&role=everybody,2923
2,url,NA,2924
2,url,NA,2925
2,url,https://hans.th-nuernberg.de/video-player?uuid=96fe80c0-ae0a-48b8-a330-7c525b340918&evalId=none&role=everybody,2926
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2927
2,url,NA,2928
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2929
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,2930
2,url,NA,2931
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2932
2,url,NA,2933
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,2934
2,url,https://hans.th-nuernberg.de/video-player?uuid=ec235ba6-084e-4f00-b731-274f477cafce&evalId=none&role=everybody,2935
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,2936
2,url,NA,2937
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2938
2,url,https://hans.th-nuernberg.de/video-player?uuid=1c165034-681f-483a-8fe2-a315b1b29559&evalId=none&role=everybody,2939
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,2940
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2941
2,url,https://hans.th-nuernberg.de/video-player?uuid=1c165034-681f-483a-8fe2-a315b1b29559&evalId=none&role=everybody,2942
2,url,NA,2943
2,url,NA,2944
2,url,NA,2945
2,url,https://hans.th-nuernberg.de/video-player?uuid=6e8c1921-bf46-404d-9d40-15afe0d4fcce&evalId=none&role=everybody,2946
2,url,NA,2947
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,2948
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=everybody,2949
2,url,NA,2950
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,2951
2,url,NA,2952
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,2953
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,2954
2,url,NA,2955
2,url,NA,2956
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=lecturer,2957
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2958
2,url,NA,2959
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2960
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2961
2,url,https://hans.th-nuernberg.de/video-player?uuid=ec235ba6-084e-4f00-b731-274f477cafce&evalId=none&role=everybody,2962
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2963
2,url,NA,2964
2,url,https://hans.th-nuernberg.de/video-player?uuid=ec235ba6-084e-4f00-b731-274f477cafce&evalId=none&role=everybody,2965
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2966
2,url,NA,2967
2,url,NA,2968
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,2969
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,2970
2,url,https://hans.th-nuernberg.de/video-player?uuid=cbee55f1-a3c2-4b4e-875c-6d2df898f661&evalId=none&role=everybody,2971
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,2972
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,2973
2,url,NA,2974
2,url,https://hans.th-nuernberg.de/video-player?uuid=cbee55f1-a3c2-4b4e-875c-6d2df898f661&evalId=none&role=everybody,2975
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,2976
2,url,NA,2977
2,url,https://hans.th-nuernberg.de/channels?evalId=none&role=lecturer,2978
2,url,https://hans.th-nuernberg.de/video-player?uuid=cbee55f1-a3c2-4b4e-875c-6d2df898f661&evalId=none&role=everybody,2979
2,url,https://hans.th-nuernberg.de/video-player?uuid=ca1dc850-6545-4680-a03c-44f4d3762f74&evalId=none&role=everybody,2980
2,url,NA,2981
2,url,NA,2982
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2983
2,url,NA,2984
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,2985
2,url,NA,2986
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,2987
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,2988
2,url,https://hans.th-nuernberg.de/video-player?uuid=5bd56af2-6370-4259-82f4-b4321492a057&evalId=none&role=everybody,2989
2,url,NA,2990
2,url,NA,2991
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,2992
2,url,https://hans.th-nuernberg.de/video-player?uuid=a59465a2-6ea8-46ad-8aed-495d0e41518a&evalId=none&role=everybody,2993
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,2994
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2995
2,url,NA,2996
2,url,NA,2997
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,2998
2,url,NA,2999
2,url,https://hans.th-nuernberg.de/video-player?uuid=5bd56af2-6370-4259-82f4-b4321492a057&evalId=none&role=everybody,3000
2,url,NA,3001
2,url,NA,3002
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3003
2,url,NA,3004
2,url,NA,3005
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3006
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3007
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3008
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3009
2,url,NA,3010
2,url,NA,3011
2,url,NA,3012
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,3013
2,url,https://hans.th-nuernberg.de/video-player?uuid=3ac8af37-af5b-48b9-a726-6f0e123c979d&evalId=none&role=everybody,3014
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3015
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3016
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3017
2,url,NA,3018
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,3019
2,url,https://hans.th-nuernberg.de/video-player?uuid=3ac8af37-af5b-48b9-a726-6f0e123c979d&evalId=none&role=everybody,3020
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,3021
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3022
2,url,https://hans.th-nuernberg.de/video-player?uuid=b742a6ae-0409-4cb3-9a43-4a12f5e84f8e&evalId=none&role=everybody,3023
2,url,NA,3024
2,url,NA,3025
2,url,https://hans.th-nuernberg.de/channels?evalId=none&role=developer,3026
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3027
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3028
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3029
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3030
2,url,NA,3031
2,url,NA,3032
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3033
2,url,NA,3034
2,url,NA,3035
2,url,https://hans.th-nuernberg.de/?evalId=none&role=developer,3036
2,url,NA,3037
2,url,NA,3038
2,url,NA,3039
2,url,NA,3040
2,url,NA,3041
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3042
2,url,https://hans.th-nuernberg.de/channels?evalId=none&role=developer,3043
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,3044
2,url,NA,3045
2,url,NA,3046
2,url,NA,3047
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3048
2,url,https://hans.th-nuernberg.de/channels?evalId=none&role=developer,3049
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,3050
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3051
2,url,NA,3052
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3053
2,url,NA,3054
2,url,NA,3055
2,url,https://hans.th-nuernberg.de/video-player?uuid=3ac8af37-af5b-48b9-a726-6f0e123c979d&evalId=none&role=everybody,3056
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,3057
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3058
2,url,NA,3059
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3060
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3061
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3062
2,url,NA,3063
2,url,NA,3064
2,url,NA,3065
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3066
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3067
2,url,NA,3068
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3069
2,url,https://hans.th-nuernberg.de/video-player?uuid=8ea7e363-e63d-4959-91b6-d6e04c9ea743&evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=everybody,3070
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,3071
2,url,NA,3072
2,url,https://hans.th-nuernberg.de/video-player?uuid=96fe80c0-ae0a-48b8-a330-7c525b340918&evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=everybody,3073
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3074
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3075
2,url,NA,3076
2,url,NA,3077
2,url,https://hans.th-nuernberg.de/video-player?uuid=96fe80c0-ae0a-48b8-a330-7c525b340918&evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=everybody,3078
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3079
2,url,https://hans.th-nuernberg.de/video-player?uuid=8ea7e363-e63d-4959-91b6-d6e04c9ea743&evalId=none&role=everybody,3080
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3081
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3082
2,url,https://hans.th-nuernberg.de/video-player?uuid=133155ff-d237-4063-90bc-15e19e0d89ec&evalId=none&role=everybody,3083
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3084
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3085
2,url,https://hans.th-nuernberg.de/video-player?uuid=0051ed28-b9ec-4b64-9722-3f2d2dd59aec&evalId=none&role=everybody,3086
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3087
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,3088
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3089
2,url,NA,3090
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3091
2,url,https://hans.th-nuernberg.de/video-player?uuid=b742a6ae-0409-4cb3-9a43-4a12f5e84f8e&evalId=none&role=everybody,3092
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3093
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3094
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3095
2,url,NA,3096
2,url,NA,3097
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3098
2,url,https://hans.th-nuernberg.de/video-player?uuid=0c6187db-712f-4088-a190-b18cfe0f9c48&evalId=none&role=everybody,3099
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3100
2,url,NA,3101
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3102
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3103
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3104
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3105
2,url,NA,3106
2,url,NA,3107
2,url,https://hans.th-nuernberg.de/video-player?uuid=8ea7e363-e63d-4959-91b6-d6e04c9ea743&evalId=none&role=everybody,3108
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3109
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3110
2,url,https://hans.th-nuernberg.de/video-player?uuid=0c6187db-712f-4088-a190-b18cfe0f9c48&evalId=none&role=everybody,3111
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3112
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3113
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3114
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3115
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3116
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3117
2,url,https://hans.th-nuernberg.de/video-player?uuid=1208eada-b774-4275-afcf-568a591724d6&evalId=none&role=everybody,3118
2,url,NA,3119
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3120
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3121
2,url,NA,3122
2,url,https://hans.th-nuernberg.de/video-player?uuid=1af4fee4-7999-4579-8eb0-33210b13ce4e&evalId=none&role=everybody,3123
2,url,https://hans.th-nuernberg.de/video-player?uuid=b742a6ae-0409-4cb3-9a43-4a12f5e84f8e&evalId=none&role=everybody,3124
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3125
2,url,https://hans.th-nuernberg.de/login?evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=undefined,3126
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3127
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3128
2,url,NA,3129
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3130
2,url,NA,3131
2,url,NA,3132
2,url,NA,3133
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,3134
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,3135
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3136
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3137
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3138
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3139
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3140
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3141
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3142
2,url,NA,3143
2,url,NA,3144
2,url,NA,3145
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3146
2,url,https://hans.th-nuernberg.de/video-player?uuid=d7d22fe8-b6b6-49d6-bdc7-c00979f9161a&evalId=none&role=everybody,3147
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,3148
2,url,NA,3149
2,url,NA,3150
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3151
2,url,NA,3152
2,url,NA,3153
2,url,NA,3154
2,url,https://hans.th-nuernberg.de/video-player?uuid=ec235ba6-084e-4f00-b731-274f477cafce&evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=everybody,3155
2,url,https://hans.th-nuernberg.de/video-player?uuid=d7d22fe8-b6b6-49d6-bdc7-c00979f9161a&evalId=313bc85b-ad42-4267-b705-bafd5896038b&role=everybody,3156
2,url,NA,3157
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3158
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,3159
2,url,NA,3160
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3161
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3162
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,3163
2,url,NA,3164
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3165
2,url,NA,3166
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3167
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3168
2,url,NA,3169
2,url,NA,3170
2,url,https://hans.th-nuernberg.de/login?evalId=none&role=undefined,3171
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3172
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3173
2,url,https://hans.th-nuernberg.de/?evalId=none&role=everybody,3174
2,url,https://hans.th-nuernberg.de/video-player?uuid=1af4fee4-7999-4579-8eb0-33210b13ce4e&evalId=none&role=everybody,3175
2,url,https://hans.th-nuernberg.de/video-player?uuid=15badf9c-4df5-4a22-b1a4-cfbd7aed7568&evalId=none&role=everybody,3176
2,url,https://hans.th-nuernberg.de/video-player?uuid=606fe512-874b-4540-b571-8d7c003837fa&evalId=none&role=everybody,3177
2,url,https://hans.th-nuernberg.de/search-results?evalId=none&role=everybody,3178
2,url,https://hans.th-nuernberg.de/video-player?uuid=96fe80c0-ae0a-48b8-a330-7c525b340918&evalId=none&role=everybody,3179
2,url,https://hans.th-nuernberg.de/video-player?uuid=6b1790e8-cf01-499e-baa8-b8f6f21e4cb2&evalId=none&role=everybody,3180
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3181
2,url,NA,3182
2,url,NA,3183
2,url,https://hans.th-nuernberg.de/video-player?uuid=bd2cd185-5297-48e6-9399-d41c36d16d95&evalId=none&role=everybody,3184
2,url,https://hans.th-nuernberg.de/video-player?uuid=d2d00b66-5ffa-40e0-9cff-e26824de54e2&evalId=none&role=everybody,3185
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3186
2,url,https://hans.th-nuernberg.de/video-player?uuid=e76d5ffc-5115-4d15-8772-8e85acb841f0&evalId=none&role=everybody,3187
